value,optlen,family,argv,mode,size,_vtids_length,tidptr,parent_comm,count,transport_header_type,a_nomEvent,window_size,child_ns_inum,child_pid,old_tid,stream_id,dfd,d_timestamp,vtids,version,p_name,egid,grouplist,tcache,head,content_size,state,network_header_type,parent_pid,seq,newsp,len,child_tid,dest_port,saddr,uid,frag_off,ruid,nodep,sig,ihl,type,tid,ovalue,data_offset,level,reserved,events_discarded,fd,tos,envp,id,checksum,euid,optname,fildes,sgid,gid,pid,ack_seq,stream_instance_id,how,parent_tid,cpu_id,pathname,comm,name,clone_flags,child_comm,buf,which,ret,urg_ptr,uservaddr,skbaddr,prio,daddr,filename,parent_ns_inum,rgid,cpup,ttl,timestamp,bufsiz,suid,packet_seq_num,tot_len,optval,source_port,flags,addrlen,protocol,gidsetsize,dirent
,,,,,,,,,32768,,syscall_getdents64,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92231053258940,,,1,,,,,,,,9949696
,,,,,,,,,,,syscall_close,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,120242174,,,1,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modprobe.d/aliases.conf,,,,,120255767,,,1,,,,655360,,,,
,,,,,,,1959800936,,,,syscall_set_tid_address,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,211,,,,,,,,,3,,,3,,,,,,,,15178,,,,,,,,,,,92231053326335,,,1,,,,,,,,
,,,,,,,,,,,syscall_set_robust_list,,,,,0,,1824588146,,,lttngracing.sh,,,,1959800944,1466192,,,,,,12,,,,,,,,,,,,,,,,0,,,,282,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231053332793,,,1,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,9917584,,655,,,,,,,,,,,120314830,,,1,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,9917584,,0,,,,,,,,,,,120388840,,,1,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,120397902,,,1,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8192cu.conf,,,,,120412381,,,1,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,9917584,,20,,,,,,,,,,,120437433,,,1,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,9917584,,0,,,,,,,,,,,120447069,,,1,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,120450402,,,1,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8xxxu.conf,,,,,120460819,,,1,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,9917584,,19,,,,,,,,,,,120483319,,,1,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,9917584,,0,,,,,,,,,,,120495714,,,1,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,120501652,,,1,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d/dkms.conf,,,,,120512850,,,1,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,9917584,,127,,,,,,,,,,,120531808,,,1,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,9917584,,0,,,,,,,,,,,120542849,,,1,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,120548579,,,1,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modprobe.d/fbdev-blacklist.conf,,,,,120559829,,,1,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,9917584,,390,,,,,,,,,,,120576443,,,1,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,9917584,,0,,,,,,,,,,,120654099,,,1,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,120658422,,,1,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d/ipv6.conf,,,,,120665974,,,1,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,9917584,,65,,,,,,,,,,,120681547,,,1,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,9917584,,0,,,,,,,,,,,120691755,,,1,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,120695193,,,1,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.softdep,,,,,120702745,,,1,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,9917584,,55,,,,,,,,,,,120720765,,,1,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,9917584,,0,,,,,,,,,,,120726442,,,1,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,120729932,,,1,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/proc/cmdline,,,,,120735922,,,1,,,,655360,,,,
,,,,,,,,,4095,,syscall_read,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2122709772,,259,,,,,,,,,,,120827119,,,1,,,,,,,,
,,,,,,,,,3836,,syscall_read,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2122710031,,0,,,,,,,,,,,120844567,,,1,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,120849515,,,1,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.dep.bin,,,,,120903733,,,1,,,,655360,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,120953108,,,1,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.alias.bin,,,,,120963316,,,1,,,,655360,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,121035139,,,1,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.symbols.bin,,,,,121042431,,,1,,,,655360,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,121081493,,,1,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.builtin.bin,,,,,121091337,,,1,,,,655360,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1737763026,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,121136336,,,1,,,,,,,,
,,,,,,,,,,,syscall_geteuid,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,162,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231054172946,,,1,,,,,,,,
,,,,,,,,,,,syscall_getuid,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,160,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231054184821,,,1,,,,,,,,
,,,,,,,,,,,syscall_getegid,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,163,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231054193362,,,1,,,,,,,,
,,,,,,,,,,,syscall_getgid,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,161,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231054200081,,,1,,,,,,,,
,,,,,,,,,,,syscall_geteuid,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,162,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231054296747,,,1,,,,,,,,
,,,,,,,,,,,syscall_getuid,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,160,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231054299091,,,1,,,,,,,,
,,,,,,,,,,,syscall_getegid,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,163,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231054301174,,,1,,,,,,,,
,,,,,,,,,,,syscall_getgid,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,161,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231054302841,,,1,,,,,,,,
,,,,,,,,,,,syscall_geteuid,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,162,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231054309247,,,1,,,,,,,,
,,,,,,,,,,,syscall_getuid,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,160,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231054310862,,,1,,,,,,,,
,,,,,,,,,,,syscall_getegid,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,163,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231054312424,,,1,,,,,,,,
,,,,,,,,,,,syscall_getgid,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,161,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231054314143,,,1,,,,,,,,
,,,,438,,,,,,,syscall_open,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,3,,,,,,/root/.lttngrc,,,,,121339408,,,1,,,,131072,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,3,,,3,,,,,,14627736,,22,,,,,,,,,,,121396283,,,1,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,3,,,3,,,,,,14627736,,0,,,,,,,,,,,121412585,,,1,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,3,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,121424929,,,1,,,,,,,,
,,,,,,,,,,,syscall_getuid,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,160,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231054486382,,,1,,,,,,,,
,,1,,,,,,,,,syscall_socket,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,1,,,,,,0,,,,231,,,,,,,,,3,,,3,,,,,,,,3,,,,,,,,,,,92231054524246,,,1,,,,,,0,,
,,,,,,,,,,,syscall_connect,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,3,,,233,,,,,,,,,3,,,3,,,,,,,,0,,2129929944,,,,,,,,,92231054563100,,,1,,,,,110,,,
,,,,,,,,,,,syscall_geteuid,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,162,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231054613985,,,1,,,,,,,,
,,,,,,,,,,,syscall_getegid,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,163,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231054622267,,,1,,,,,,,,
,,,,,,,,,,,syscall_getpid,,,,,0,,1824588146,,,lttngracing.sh,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,3,,,3,,,,,,,,15178,,,,,,,,,,,121608313,,,1,,,,,,,,
,,,,,,,,,,,sched_process_exit,,,,,0,,868881513,,,kworker/u8:9,,,,,795824,,,,,,,,,,,,,,,,,15179,,,,,0,,,,3,,,,,,,,,0,,,0,,modprobe8:9,,,,,,,,,,20,,,,,,,121623730,,,1,,,,,,,,
,,16,,,,,,,,,syscall_socket,,,,,0,,1749519222,,,sudoTracing.sh,,,,,1013104,,,,,,,,,,,,,,,,3,,,,,,0,,,,231,,,,,,,,,1,,,1,,,,,,,,-93,,,,,,,,,,,92231050762336,,,1,,,,,,9,,
,,,,,,1,,kworker/u8:9,,,sched_process_fork,,4026531836,15180,,0,,874759611,15180,,kworker/u8:9,,,,,1013104,,,7737,,,,15180,,,,,,,,,,,,,,,0,,,,9,,,,,,,,,1,,7737,1,,,,,kworker/u8:9,,,,,,,,,,4026531836,,,,121913520,,,1,,,,,,,,
,,,,,,,,,,,sched_process_exec,,,,15180,0,,912294073,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,15180,,,,,0,,,,8,,,,,,,,,3,,,3,,,,,,,,,,,,,,/sbin/modprobe,,,,,122247633,,,1,,,,,,,,
,,,,0,,,,,,,syscall_access,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,3,,,3,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92231055417211,,,1,,,,,,,,
,,,,4,,,,,,,syscall_access,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/etc/ld.so.preload,,,,,92231055462159,,,1,,,,,,,,
,,,,3,,,,,,,syscall_open,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/etc/ld.so.preload,,,,,122452945,,,1,,,,524288,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,122479611,,,1,,,,,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/usr/lib/arm-linux-gnueabihf/libarmmem.so,,,,,122511799,,,1,,,,524288,,,,
,,,,,,,,,512,,syscall_read,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,2127149072,,512,,,,,,,,,,,122527632,,,1,,,,,,,,
,,,,,,,,,1000,,syscall_read,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,2127147816,,1000,,,,,,,,,,,122543934,,,1,,,,,,,,
,,,,,,,,,45,,syscall_read,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,2127147760,,45,,,,,,,,,,,122550288,,,1,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,122624142,,,1,,,,,,,,
,,,,1,,,,,,,syscall_open,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/etc/ld.so.cache,,,,,122664663,,,1,,,,524288,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,122680496,,,1,,,,,,,,
,,,,0,,,,,,,syscall_access,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,3,,,3,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92231055714866,,,1,,,,,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/lib/arm-linux-gnueabihf/libc.so.6,,,,,122707787,,,1,,,,524288,,,,
,,,,,,,,,512,,syscall_read,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,2127148920,,512,,,,,,,,,,,122721485,,,1,,,,,,,,
,,,,,,,,,2880,,syscall_read,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,2127145784,,2880,,,,,,,,,,,122733412,,,1,,,,,,,,
,,,,,,,,,47,,syscall_read,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,2127145728,,47,,,,,,,,,,,122743621,,,1,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,122827110,,,1,,,,,,,,
,,,,16384,,,,,,,syscall_open,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/etc/modprobe.d,,,,,123789918,,,1,,,,673792,,,,
,,,,,,,,,32768,,syscall_getdents64,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,3,,,3,,,,,,,,208,,,,,,,,,,,92231056841319,,,1,,,,,,,,32440656
,,,,,,,,,32768,,syscall_getdents64,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231056907933,,,1,,,,,,,,32440656
,,,,,,,,,,,syscall_close,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,123891219,,,1,,,,,,,,
,,,,16384,,,,,,,syscall_open,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/lib/modprobe.d,,,,,123932626,,,1,,,,673792,,,,
,,,,,,,,,32768,,syscall_getdents64,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,3,,,3,,,,,,,,120,,,,,,,,,,,92231056966787,,,1,,,,,,,,32473600
,,,,,,,,,32768,,syscall_getdents64,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92231056989964,,,1,,,,,,,,32473600
,,,,,,,,,,,syscall_close,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,123972782,,,1,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/lib/modprobe.d/aliases.conf,,,,,123983771,,,1,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,32441488,,655,,,,,,,,,,,124038406,,,1,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,32441488,,0,,,,,,,,,,,124095125,,,1,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,124101635,,,1,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8192cu.conf,,,,,124112156,,,1,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,1824588146,,,kworker/u8:9,,,,,1466192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,32441488,,20,,,,,,,,,,,124128510,,,1,,,,,,,,
