value,optlen,family,argv,mode,size,_vtids_length,tidptr,parent_comm,transport_header_type,count,a_nomEvent,window_size,child_ns_inum,child_pid,old_tid,stream_id,dfd,d_timestamp,info,vtids,version,p_name,egid,grouplist,tcache,head,content_size,state,network_header_type,parent_pid,seq,newsp,len,child_tid,dest_port,saddr,uid,frag_off,ruid,nodep,sig,ihl,type,tid,ovalue,data_offset,level,reserved,events_discarded,fd,tos,envp,id,checksum,euid,optname,fildes,sgid,gid,pid,ack_seq,stream_instance_id,how,parent_tid,cpu_id,pathname,comm,name,clone_flags,child_comm,buf,which,ret,urg_ptr,uservaddr,skbaddr,prio,daddr,filename,parent_ns_inum,rgid,cpup,ttl,timestamp,bufsiz,suid,packet_seq_num,tot_len,optval,source_port,flags,addrlen,protocol,gidsetsize,dirent
,,,,,,,,,1,,net_dev_queue,229,,,,0,,95625910,,,4,swapper/0,,,,,292352,,1,,3243653057,,1514,,5342,1322077235,,16384,,,,5,,,,8,,0,0,,0,,21172,18579,,,,,,,2817522180,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544390840,,1322077219,,,,,64,55384984,,,76,1500,,58400,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,95625910,,,4,swapper/0,,,,,292352,,1,,3243654505,,1514,,5342,1322077235,,16384,,,,5,,,,8,,0,0,,0,,21173,18578,,,,,,,2817522180,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544391224,,1322077219,,,,,64,55544202,,,76,1500,,58400,16,,6,,
,,,,,,,,,,133,syscall_write,,,,,0,,198996574,,,,rs:main Q:Reg,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,9,,,18,,,,,,,,,1,,,1,,,,,,1981937456,,133,,,,,,,,,,,55535608,,,76,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,95625910,,,4,mmcqd/0,,,,,292352,,1,,3243655953,,1514,,5342,1322077235,,16384,,,,5,,,,8,,0,0,,0,,21174,18577,,,,,,,2817522180,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544391608,,1322077219,,,,,64,55630868,,,76,1500,,58400,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,95625910,,,4,hass)0,,,,,292352,,1,,3243657401,,1514,,5342,1322077235,,16384,,,,5,,,,8,,0,0,,0,,21175,18576,,,,,,,2817522180,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544391992,,1322077219,,,,,64,55748211,,,76,1500,,58400,16,,6,,
,,,,438,,,,,,,syscall_open,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,15,,,,,,/proc/sudoTracing.sh/cgroup,,,,,55726701,,,76,,,,655360,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,95625910,,,4,hass)0,,,,,292352,,1,,3243658849,,1514,,5342,1322077235,,16384,,,,5,,,,8,,0,0,,0,,21176,18575,,,,,,,2817522180,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544392376,,1322077219,,,,,64,55874148,,,76,1500,,58400,16,,6,,
,,,,,,,,,,1024,syscall_read,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,15,,,17,,,,,,,,,1,,,1,,,,,,6359640,,143,,,,,,,,,,,55842117,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,15,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,55929096,,,76,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,95625910,,,4,hass)0,,,,,292352,,1,,3243660297,,1514,,5342,1322077235,,16384,,,,5,,,,8,,0,0,,0,,21177,18574,,,,,,,2817522180,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544392760,,1322077219,,,,,64,55997429,,,76,1500,,58400,16,,6,,
,,,,438,,,,,,,syscall_open,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,15,,,,,,/proc/sudoTracing.sh/comm,,,,,56004252,,,76,,,,655360,,,,
,,,,,,,,,,1024,syscall_read,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,15,,,17,,,,,,,,,1,,,1,,,,,,6359640,,5,,,,,,,,,,,56051439,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,15,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,56066439,,,76,,,,,,,,
,,,,16384,,,,,,,syscall_open,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,2,,,2,,,,,,,,0,,,,,,/etc/modprobe.d,,,,,56101283,,,76,,,,673792,,,,
,,,,16384,,,,,,,syscall_open,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/etc/modprobe.d,,,,,56106126,,,76,,,,673792,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,95625910,,,4,mmcqd/0,,,,,292352,,1,,3243661745,,1514,,5342,1322077235,,16384,,,,5,,,,8,,0,0,,0,,21178,18573,,,,,,,2817522180,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544393144,,1322077219,,,,,64,56114876,,,76,1500,,58400,16,,6,,
,,,,,,,,,,,syscall_readlinkat,,,,,0,-100,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,,,,276,,,,,,,,,1,,,1,/proc/sudoTracing.sh/exe,,,,,6301200,,13,,,,,,,,,,,92254074562160,99,,76,,,,,,,,
,,,,,,,,,,32768,syscall_getdents64,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,3,,,3,,,,,,,,208,,,,,,,,,,,92254074594295,,,76,,,,,,,,6283600
,,,,,,,,,,32768,syscall_getdents64,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,2,,,2,,,,,,,,208,,,,,,,,,,,92254074592837,,,76,,,,,,,,10690896
,,,,438,,,,,,,syscall_open,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,15,,,,,,/proc/sudoTracing.sh/cmdline,,,,,56140345,,,76,,,,655360,,,,
,,,,,,,,,,32768,syscall_getdents64,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92254074655649,,,76,,,,,,,,6283600
,,,,,,,,,,32768,syscall_getdents64,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,92254074655597,,,76,,,,,,,,10690896
,,,,,,,,,,1024,syscall_read,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,15,,,17,,,,,,,,,1,,,1,,,,,,6359640,,32,,,,,,,,,,,56169095,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,56189720,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,56189355,,,76,,,,,,,,
,,,,,,,,,,1024,syscall_read,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,15,,,17,,,,,,,,,1,,,1,,,,,,6359640,,0,,,,,,,,,,,56203834,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,15,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,56214251,,,76,,,,,,,,
,,,,438,,,,,,,syscall_open,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,15,,,,,,/proc/sudoTracing.sh/status,,,,,56229042,,,76,,,,655360,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,95625910,,,4,swapper/0,,,,,292352,,1,,3243663193,,1514,,5342,1322077235,,16384,,,,5,,,,8,,0,0,,0,,21179,18572,,,,,,,2817522180,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544393528,,1322077219,,,,,64,56268573,,,76,1500,,58400,16,,6,,
,,,,16384,,,,,,,syscall_open,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/lib/modprobe.d,,,,,56266490,,,76,,,,673792,,,,
,,,,,,,,,,32768,syscall_getdents64,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,3,,,3,,,,,,,,120,,,,,,,,,,,92254074750284,,,76,,,,,,,,6316544
,,,,16384,,,,,,,syscall_open,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,2,,,2,,,,,,,,0,,,,,,/lib/modprobe.d,,,,,56289198,,,76,,,,673792,,,,
,,,,,,,,,,32768,syscall_getdents64,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92254074773305,,,76,,,,,,,,6316544
,,,,,,,,,,,syscall_close,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,56307063,,,76,,,,,,,,
,,,,,,,,,,32768,syscall_getdents64,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,2,,,2,,,,,,,,120,,,,,,,,,,,92254074774607,,,76,,,,,,,,10723840
,,,,,,,,,,32768,syscall_getdents64,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,92254074802680,,,76,,,,,,,,10723840
,,,,,,,,,,,syscall_close,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,56337740,,,76,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/lib/modprobe.d/aliases.conf,,,,,56340917,,,76,,,,655360,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,2,,,2,,,,,,,,0,,,,,,/lib/modprobe.d/aliases.conf,,,,,56348625,,,76,,,,655360,,,,
,,,,,,,,,,2048,syscall_read,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,15,,,17,,,,,,,,,1,,,1,,,,,,6359640,,937,,,,,,,,,,,56268678,,,76,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,95625910,,,4,swapper/0,,,,,292352,,1,,3243664641,,1514,,5342,1322077235,,16384,,,,5,,,,8,,0,0,,0,,21180,18571,,,,,,,2817522180,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544393912,,1322077219,,,,,64,56372531,,,76,1500,,58400,16,,6,,
,,,,,,,,,,1024,syscall_read,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,15,,,17,,,,,,,,,1,,,1,,,,,,6360577,,0,,,,,,,,,,,56371958,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,15,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,56383417,,,76,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,2,,,2,,,,,,10691728,,655,,,,,,,,,,,56395344,,,76,,,,,,,,
,,,,,,,,,,47,syscall_read,,,,,0,,188285270,,,,kworker/u8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,6284432,,655,,,,,,,,,,,54903059,,,76,,,,,,,,
,,,,438,,,,,,,syscall_open,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,-2,,,,,,/proc/sudoTracing.sh/sessionid,,,,,56410448,,,76,,,,655360,,,,
,,,,438,,,,,,,syscall_open,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,-2,,,,,,/proc/sudoTracing.sh/loginuid,,,,,56435500,,,76,,,,655360,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,2,,,2,,,,,,10691728,,0,,,,,,,,,,,56448052,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,56452479,,,76,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,6284432,,0,,,,,,,,,,,56394667,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,56459875,,,76,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,2,,,2,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8192cu.conf,,,,,56461958,,,76,,,,655360,,,,
,,,,438,,,,,,,syscall_open,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,15,,,,,,/proc/sudoTracing.sh/cgroup,,,,,56462062,,,76,,,,655360,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8192cu.conf,,,,,56468572,,,76,,,,655360,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,2,,,2,,,,,,10691728,,20,,,,,,,,,,,56477531,,,76,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,6284432,,20,,,,,,,,,,,56455500,,,76,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,2,,,2,,,,,,10691728,,0,,,,,,,,,,,56486645,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,56490083,,,76,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,6284432,,0,,,,,,,,,,,56485291,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,56496124,,,76,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,95625910,,,4,swapper/0,,,,,292352,,1,,3243666089,,1514,,5342,1322077235,,16384,,,,5,,,,8,,0,0,,0,,21181,18570,,,,,,,2817522180,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3040370872,,1322077219,,,,,64,56498520,,,76,1500,,58400,16,,6,,
,,,,0,,,,,,,syscall_open,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,2,,,2,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8xxxu.conf,,,,,56498104,,,76,,,,655360,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8xxxu.conf,,,,,56503937,,,76,,,,655360,,,,
,,,,,,,,,,1024,syscall_read,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,15,,,17,,,,,,,,,1,,,1,,,,,,6359640,,143,,,,,,,,,,,56484041,,,76,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,2,,,2,,,,,,10691728,,19,,,,,,,,,,,56512426,,,76,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,6284432,,19,,,,,,,,,,,56492739,,,76,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,2,,,2,,,,,,10691728,,0,,,,,,,,,,,56519822,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,56523208,,,76,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,6284432,,0,,,,,,,,,,,56517947,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,15,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,56526801,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,56528208,,,76,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,2,,,2,,,,,,,,0,,,,,,/etc/modprobe.d/dkms.conf,,,,,56530239,,,76,,,,655360,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/etc/modprobe.d/dkms.conf,,,,,56535291,,,76,,,,655360,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,2,,,2,,,,,,10691728,,127,,,,,,,,,,,56543572,,,76,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,6284432,,127,,,,,,,,,,,56525031,,,76,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,2,,,2,,,,,,10691728,,0,,,,,,,,,,,56551176,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,56554353,,,76,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,6284432,,0,,,,,,,,,,,56548780,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,56559353,,,76,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,2,,,2,,,,,,,,0,,,,,,/lib/modprobe.d/fbdev-blacklist.conf,,,,,56561697,,,76,,,,655360,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/lib/modprobe.d/fbdev-blacklist.conf,,,,,56566541,,,76,,,,655360,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,2,,,2,,,,,,10691728,,390,,,,,,,,,,,56575239,,,76,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,6284432,,390,,,,,,,,,,,56555968,,,76,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,95625910,,,4,mmcqd/0,,,,,292352,,1,,3243667537,,1514,,5342,1322077235,,16384,,,,5,,,,8,,0,0,,0,,21182,18569,,,,,,,2817522180,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3040371256,,1322077219,,,,,64,56629718,,,76,1500,,58400,16,,6,,
,,,,,,,,,,4096,syscall_read,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,2,,,2,,,,,,10691728,,0,,,,,,,,,,,56628363,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,56631801,,,76,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,6284432,,0,,,,,,,,,,,56580187,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,56635707,,,76,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,2,,,2,,,,,,,,0,,,,,,/etc/modprobe.d/ipv6.conf,,,,,56639093,,,76,,,,655360,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/etc/modprobe.d/ipv6.conf,,,,,56642686,,,76,,,,655360,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,2,,,2,,,,,,10691728,,65,,,,,,,,,,,56652634,,,76,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,6284432,,65,,,,,,,,,,,56632113,,,76,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,2,,,2,,,,,,10691728,,0,,,,,,,,,,,56662738,,,76,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,6284432,,0,,,,,,,,,,,56655863,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,56665967,,,76,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,188285270,,,,modprobe8:9,,,,,322192,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,56668676,,,76,,,,,,,,
,,,,,,,,,,,syscall_getpid,,,,,0,,198996574,,,,systemd-journal,,,,,281296,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,121,,,,,,,,,,,56678467,,,76,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,190237658,,,,modprobe8:0,,,,,342032,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,2,,,2,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.softdep,,,,,56673676,,,76,,,,655360,,,,
